city,product_type,status,request_time,begin_trip_time,begintrip_lat,begintrip_lng,begintrip_address,dropoff_time,dropoff_lat,dropoff_lng,dropoff_address,distance,fare_currency,fare_amount
San Miguel de Allende,uberX,completed,2022-05-21T19:03:39.000Z,2022-05-21T19:22:43.000Z,20.914911,-100.74898,,2022-05-21T19:45:00.000Z,20.914581,-100.74018,"Calle Calvario 50, 37700 San Miguel de Allende, Guanajuato",3.05,Mexican Peso,93.17
San Miguel de Allende,uberX,rider_canceled,2022-05-21T17:14:08.000Z,,20.932096,-100.75279,,,20.93209719657898,-100.75279343128204,"Boulevard de la Conspiración 5, 37747 San Miguel de Allende, Guanajuato",0.0,Mexican Peso,0.0
San Miguel de Allende,uberX,rider_canceled,2022-05-21T16:53:52.000Z,,,,,,,,"Boulevard de la Conspiración 11, 37747 San Miguel de Allende, Guanajuato",0.0,Mexican Peso,0.0
San Miguel de Allende,uberX,rider_canceled,2022-05-21T16:51:50.000Z,,,,,,,,"Boulevard de la Conspiración 9, 37747 San Miguel de Allende, Guanajuato",0.0,Mexican Peso,0.0
San Miguel de Allende,uberX,completed,2022-05-21T02:33:32.000Z,2022-05-21T02:41:52.000Z,20.914915,-100.75887,,2022-05-21T02:46:03.000Z,20.914873,-100.74893,"Indio Triste 16, Zona Centro, 37700 San Miguel de Allende, Gto., México",0.66,Mexican Peso,38.0
Salamanca,uberX,completed,2022-05-20T23:33:21.000Z,2022-05-20T23:44:15.000Z,20.539656,-101.20593,,2022-05-20T23:48:53.000Z,20.543236,-101.20604,"Av Valle de Santiago 2606, Col Predio de la Luz Salamanca, 36780 Salamanca, Guanajuato",0.77,Mexican Peso,33.0
Salamanca,uberX,completed,2022-05-15T23:42:28.000Z,2022-05-15T23:52:22.000Z,20.543142,-101.205956,,2022-05-15T23:55:15.000Z,20.53957,-101.205864,"Calle Francisco Mayagoitia Olmos 104, 36784 Salamanca, Guanajuato",0.59,Mexican Peso,39.0
San Miguel de Allende,Uber Planet,driver_canceled,2022-05-15T02:54:59.000Z,,20.912659,-100.74661,,,20.92815041542053,-100.74675643444061,"Indio Triste 16, Zona Centro, 37700 San Miguel de Allende, Gto., México",0.0,Mexican Peso,32.34
San Miguel de Allende,uberX,rider_canceled,2022-05-15T02:54:14.000Z,,,,,,,,"San Antonio Abad S/N, Zona Centro, 37700 San Miguel de Allende, Guanajuato",0.0,Mexican Peso,0.0
San Miguel de Allende,uberX,rider_canceled,2022-05-15T02:49:22.000Z,,,,,,,,"San Antonio Abad S/N, Zona Centro, 37700 San Miguel de Allende, Guanajuato",0.0,Mexican Peso,0.0
San Miguel de Allende,uberX,completed,2022-05-14T23:39:12.000Z,2022-05-14T23:49:54.000Z,20.914858,-100.748924,,2022-05-15T00:00:35.000Z,20.928179,-100.74631,"C. Angela Peralta 17, Mexiquito, 37717 San Miguel de Allende, Gto., México",1.87,Mexican Peso,46.3
San Miguel de Allende,uberX,completed,2022-05-14T18:19:43.000Z,2022-05-14T18:28:55.000Z,20.914843,-100.74893,,2022-05-14T18:42:43.000Z,20.898348,-100.753746,"Salida a Celaya 3, 37765 San Miguel de Allende, Guanajuato",1.45,Mexican Peso,68.22
San Miguel de Allende,uberX,completed,2022-05-14T02:29:09.000Z,2022-05-14T02:39:05.000Z,20.914907,-100.758896,,2022-05-14T02:43:23.000Z,20.914862,-100.74895,"Indio Triste 16, Zona Centro, 37700 San Miguel de Allende, Gto., México",0.66,Mexican Peso,52.0
Salamanca,uberX,completed,2022-05-13T23:28:41.000Z,2022-05-13T23:35:16.000Z,20.539526,-101.20589,,2022-05-13T23:40:42.000Z,20.543097,-101.20604,"Av Valle de Santiago 2606, Col Predio de la Luz Salamanca, 36780 Salamanca, Guanajuato",0.75,Mexican Peso,37.0
Salamanca,uberX,completed,2022-05-09T00:02:51.000Z,2022-05-09T00:17:22.000Z,20.543177,-101.20609,,2022-05-09T00:20:10.000Z,20.539541,-101.205864,"Calle Francisco Mayagoitia Olmos 104, 36784 Salamanca, Guanajuato",0.56,Mexican Peso,59.0
San Miguel de Allende,uberX,completed,2022-05-07T02:31:36.000Z,2022-05-07T02:52:12.000Z,20.914948,-100.75893,,2022-05-07T02:56:44.000Z,20.914854,-100.74891,"Indio Triste 16, Zona Centro, 37700 San Miguel de Allende, Gto., México",0.67,Mexican Peso,46.0
Salamanca,uberX,completed,2022-05-06T23:32:15.000Z,2022-05-06T23:37:50.000Z,20.539515,-101.20593,,2022-05-06T23:40:31.000Z,20.540636,-101.20492,"Av Valle de Santiago 2606, Col Predio de la Luz Salamanca, 36780 Salamanca, Guanajuato",0.4,Mexican Peso,33.0
Salamanca,uberX,completed,2022-05-03T00:08:38.000Z,2022-05-03T00:19:19.000Z,20.543009,-101.20487,,2022-05-03T00:24:05.000Z,20.539557,-101.20583,"Calle Francisco Mayagoitia Olmos 104, 36784 Salamanca, Guanajuato",1.14,Mexican Peso,33.0
San Miguel de Allende,uberX,completed,2022-05-02T01:37:48.000Z,2022-05-02T01:57:04.000Z,20.928125,-100.74677,,2022-05-02T02:08:41.000Z,20.91486,-100.74894,"Indio Triste 16, Zona Centro, 37700 San Miguel de Allende, Gto., México",1.78,Mexican Peso,44.0
Salamanca,uberX,rider_canceled,2022-04-28T12:52:58.000Z,,,,,,,,"Carr Salamanca Valle de Santiago Km 3.5 1.8, 36885",0.0,Mexican Peso,0.0
Salamanca,uberX,completed,2022-04-25T00:11:26.000Z,2022-04-25T00:33:01.000Z,20.543123,-101.20496,,2022-04-25T00:36:26.000Z,20.538797,-101.2056,"Calle Francisco Mayagoitia Olmos 104, 36784 Salamanca, Guanajuato",0.52,Mexican Peso,37.0
San Miguel de Allende,uberX,completed,2022-04-24T00:12:37.000Z,2022-04-24T00:25:10.000Z,20.914867,-100.748886,,2022-04-24T00:52:24.000Z,20.91488,-100.74893,"Calle Indio Triste 16, 37730 San Miguel de Allende, Guanajuato",3.74,Mexican Peso,81.92
San Miguel de Allende,uberX,rider_canceled,2022-04-20T05:59:22.000Z,,,,,,,,"Indio Triste 16, Zona Centro, 37700 San Miguel de Allende, Gto., México",0.0,Mexican Peso,0.0
San Miguel de Allende,uberX,rider_canceled,2022-04-20T05:53:47.000Z,,,,,,,,"Indio Triste 16, Zona Centro, 37700 San Miguel de Allende, Gto., México",0.0,Mexican Peso,0.0
Ciudad Juarez,uberX,completed,2022-04-11T16:47:07.000Z,2022-04-11T16:55:35.000Z,31.68664,-106.42923,,2022-04-11T17:06:07.000Z,31.68499,-106.40645,"Av Paseo de la Victoria 4202, Col Partido Iglesias, 32528 Juárez, CHH",2.03,Mexican Peso,45.35
Ciudad Juarez,uberX,completed,2022-04-11T16:17:02.000Z,2022-04-11T16:23:12.000Z,31.685514,-106.4061,,2022-04-11T16:32:56.000Z,31.686626,-106.429276,"Av Juárez 1402, Col Centro Juárez, 32659 Juárez, Chihuahua",3.24,Mexican Peso,52.61
San Miguel de Allende,uberX,completed,2022-04-10T11:57:54.000Z,2022-04-10T12:05:25.000Z,20.914846,-100.748955,,2022-04-10T12:11:16.000Z,20.914738,-100.75898,"Calz. de la Estación 90, San Miguel de Allende Centro, Zona Centro, 37700 San Miguel de Allende, Gto., México",0.82,Mexican Peso,44.86
